match_id,inning,overs,ball,batsman,non_striker,bowler,batsman_runs,extra_runs,total_runs,non_boundary,is_wicket,dismissal_kind,player_dismissed,fielder,extras_type,batting_team,bowling_team
1216528,1,4,1,SR Watson,SM Curran,Sandeep Sharma,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,4,2,SR Watson,SM Curran,Sandeep Sharma,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,4,3,SR Watson,SM Curran,Sandeep Sharma,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,4,4,SM Curran,SR Watson,Sandeep Sharma,0,0,0,0,1,bowled,SM Curran,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,4,5,AT Rayudu,SR Watson,Sandeep Sharma,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,4,6,AT Rayudu,SR Watson,Sandeep Sharma,4,0,4,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,5,1,SR Watson,AT Rayudu,S Nadeem,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,5,2,SR Watson,AT Rayudu,S Nadeem,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,5,3,SR Watson,AT Rayudu,S Nadeem,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,5,4,AT Rayudu,SR Watson,S Nadeem,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,5,5,AT Rayudu,SR Watson,S Nadeem,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,5,6,AT Rayudu,SR Watson,S Nadeem,4,0,4,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,6,1,SR Watson,AT Rayudu,T Natarajan,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,6,2,SR Watson,AT Rayudu,T Natarajan,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,6,3,AT Rayudu,SR Watson,T Natarajan,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,6,4,SR Watson,AT Rayudu,T Natarajan,6,0,6,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,6,5,SR Watson,AT Rayudu,T Natarajan,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,6,6,SR Watson,AT Rayudu,T Natarajan,0,0,0,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,7,1,AT Rayudu,SR Watson,S Nadeem,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,7,2,SR Watson,AT Rayudu,S Nadeem,4,0,4,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,7,3,SR Watson,AT Rayudu,S Nadeem,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,7,4,AT Rayudu,SR Watson,S Nadeem,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,7,5,SR Watson,AT Rayudu,S Nadeem,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
1216528,1,7,6,AT Rayudu,SR Watson,S Nadeem,1,0,1,0,0,NA,NA,NA,NA,Chennai Super Kings,Sunrisers Hyderabad
829781,2,11,3,MC Henriques,GH Vihari,PP Chawla,1,0,1,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
829781,2,11,4,GH Vihari,MC Henriques,PP Chawla,0,0,0,0,1,stumped,GH Vihari,RV Uthappa,NA,Sunrisers Hyderabad,Kolkata Knight Riders
501211,2,18,4,JJ van der Wath,DL Vettori,JA Morkel,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Chennai Super Kings
1136570,2,2,7,WP Saha,S Dhawan,MG Johnson,1,0,1,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
1216528,2,0,5,JM Bairstow,DA Warner,DL Chahar,0,0,0,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Chennai Super Kings
829781,2,11,5,Bipul Sharma,MC Henriques,PP Chawla,0,0,0,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
501211,2,18,5,JJ van der Wath,DL Vettori,JA Morkel,0,1,1,0,0,NA,NA,NA,wides,Royal Challengers Bangalore,Chennai Super Kings
1136570,2,3,1,WP Saha,S Dhawan,SP Narine,0,0,0,0,1,caught,WP Saha,KD Karthik,NA,Sunrisers Hyderabad,Kolkata Knight Riders
1216528,2,0,6,JM Bairstow,DA Warner,DL Chahar,1,0,1,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Chennai Super Kings
829781,2,11,6,Bipul Sharma,MC Henriques,PP Chawla,1,0,1,0,1,run out,Bipul Sharma,"RN ten Doeschate,RV Uthappa",NA,Sunrisers Hyderabad,Kolkata Knight Riders
501211,2,18,6,JJ van der Wath,DL Vettori,JA Morkel,0,0,0,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Chennai Super Kings
1136570,2,3,2,KS Williamson,S Dhawan,SP Narine,0,0,0,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
1216528,2,0,7,DA Warner,JM Bairstow,DL Chahar,1,0,1,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Chennai Super Kings
829781,2,12,1,MC Henriques,KV Sharma,UT Yadav,1,0,1,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
501211,2,18,7,JJ van der Wath,DL Vettori,JA Morkel,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Chennai Super Kings
1136570,2,3,3,KS Williamson,S Dhawan,SP Narine,0,0,0,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
1216528,2,1,1,DA Warner,JM Bairstow,SM Curran,0,0,0,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Chennai Super Kings
829781,2,12,2,KV Sharma,MC Henriques,UT Yadav,1,0,1,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
501211,2,19,1,JJ van der Wath,DL Vettori,TG Southee,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Chennai Super Kings
1136570,2,3,4,KS Williamson,S Dhawan,SP Narine,1,0,1,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
1216528,2,1,2,DA Warner,JM Bairstow,SM Curran,0,0,0,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Chennai Super Kings
829781,2,10,2,GH Vihari,MC Henriques,GB Hogg,1,0,1,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
501211,2,19,2,DL Vettori,JJ van der Wath,TG Southee,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Chennai Super Kings
1136570,2,3,5,S Dhawan,KS Williamson,SP Narine,1,0,1,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
1216528,2,1,3,DA Warner,JM Bairstow,SM Curran,0,0,0,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Chennai Super Kings
829781,2,10,3,MC Henriques,GH Vihari,GB Hogg,0,0,0,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
501211,2,19,3,JJ van der Wath,DL Vettori,TG Southee,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Chennai Super Kings
1136570,2,3,6,KS Williamson,S Dhawan,SP Narine,1,0,1,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
1216528,2,1,4,DA Warner,JM Bairstow,SM Curran,1,0,1,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Chennai Super Kings
829781,2,10,4,MC Henriques,GH Vihari,GB Hogg,1,0,1,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
501211,2,19,4,DL Vettori,JJ van der Wath,TG Southee,1,0,1,0,0,NA,NA,NA,NA,Royal Challengers Bangalore,Chennai Super Kings
1136570,2,4,1,KS Williamson,S Dhawan,PP Chawla,1,0,1,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
1216528,2,1,5,JM Bairstow,DA Warner,SM Curran,4,0,4,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Chennai Super Kings
1136570,2,9,3,Shakib Al Hasan,KS Williamson,PP Chawla,0,0,0,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
1136570,2,9,4,Shakib Al Hasan,KS Williamson,PP Chawla,1,0,1,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
1136570,2,9,5,KS Williamson,Shakib Al Hasan,PP Chawla,1,0,1,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
1136570,2,9,6,Shakib Al Hasan,KS Williamson,PP Chawla,0,0,0,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
1136570,2,10,1,KS Williamson,Shakib Al Hasan,Kuldeep Yadav,0,0,0,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
1136570,2,10,2,KS Williamson,Shakib Al Hasan,Kuldeep Yadav,4,0,4,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
1136570,2,10,3,KS Williamson,Shakib Al Hasan,Kuldeep Yadav,4,0,4,0,0,NA,NA,NA,NA,Sunrisers Hyderabad,Kolkata Knight Riders
1136570,1,11,3,KD Karthik,CA Lynn,Rashid Khan,1,0,1,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Sunrisers Hyderabad
1136570,1,11,4,CA Lynn,KD Karthik,Rashid Khan,1,0,1,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Sunrisers Hyderabad
1136570,1,11,5,KD Karthik,CA Lynn,Rashid Khan,0,0,0,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Sunrisers Hyderabad
1136570,1,11,6,KD Karthik,CA Lynn,Rashid Khan,1,0,1,0,0,NA,NA,NA,NA,Kolkata Knight Riders,Sunrisers Hyderabad
1136570,1,12,1,KD Karthik,CA Lynn,Shakib Al Hasan,0,1,1,0,0,NA,NA,NA,legbyes,Kolkata Knight Riders,Sunrisers Hyderabad
